Data written by mGstat 24-Sep-2015
4
col1, unknown
col2, unknown
col3, unknown
col4, unknown
                 2                   20                    0                    0
                 3                   20                    0                    0
                 5                   20                    0                    0
                 6                   20                    0                    0
                 7                   20                    0                    0
                 7                   30                    0                    1
                 7                   31                    0                    1
                 7                   32                    0                    1
                 7                   33                    0                    0
                 7                   34                    0                    0
                 7                   35                    0                    0
                 8                   20                    0                    0
                 8                   30                    0                    1
                 8                   31                    0                    1
                 8                   32                    0                    1
                 8                   33                    0                    0
                 8                   34                    0                    0
                 8                   35                    0                    0
                10                   20                    0                    0
                11                   20                    0                    0
                11                   30                    0                    1
                11                   31                    0                    0
                11                   32                    0                    0
                11                   33                    0                    0
                11                   34                    0                    0
                11                   35                    0                    0
                12                   20                    0                    0
                12                   30                    0                    1
                12                   31                    0                    0
                12                   32                    0                    0
                12                   33                    0                    0
                12                   34                    0                    0
                12                   35                    0                    0
                13                   20                    0                    0
                13                   30                    0                    1
                13                   31                    0                    0
                13                   32                    0                    0
                13                   33                    0                    0
                13                   34                    0                    0
                13                   35                    0                    0
                14                   20                    0                    0
                14                   30                    0                    1
                14                   31                    0                    0
                14                   32                    0                    0
                14                   33                    0                    0
                14                   34                    0                    0
                14                   35                    0                    0
                15                   20                    0                    0
                17                   20                    0                    0
                17                   30                    0                    1
                17                   31                    0                    0
                17                   32                    0                    0
                17                   33                    0                    0
                17                   34                    0                    0
                17                   35                    0                    0
                18                   20                    0                    0
                18                   30                    0                    1
                18                   31                    0                    0
                18                   32                    0                    0
                18                   33                    0                    0
                18                   34                    0                    0
                18                   35                    0                    0
                19                   20                    0                    0
                19                   30                    0                    1
                19                   31                    0                    0
                19                   32                    0                    0
                19                   33                    0                    0
                19                   34                    0                    0
                19                   35                    0                    0
                20                   20                    0                    0
                20                   30                    0                    1
                20                   31                    0                    0
                20                   32                    0                    0
                20                   33                    0                    0
                20                   34                    0                    0
                20                   35                    0                    0
                21                   20                    0                    1
                21                   30                    0                    1
                21                   31                    0                    0
                21                   32                    0                    0
                21                   33                    0                    0
                21                   34                    0                    0
                21                   35                    0                    0
                22                   20                    0                    1
                22                   30                    0                    1
                22                   31                    0                    1
                22                   32                    0                    0
                22                   33                    0                    0
                22                   34                    0                    0
                22                   35                    0                    0
                23                   20                    0                    1
                24                   20                    0                    0
                25                   30                    0                    1
                25                   31                    0                    1
                25                   32                    0                    1
                25                   33                    0                    0
                25                   34                    0                    0
                25                   35                    0                    0
                26                   20                    0                    0
                26                   30                    0                    1
                26                   31                    0                    1
                26                   32                    0                    1
                26                   33                    0                    0
                26                   34                    0                    0
                26                   35                    0                    0
                27                   20                    0                    0
                27                   30                    0                    1
                27                   31                    0                    1
                27                   32                    0                    1
                27                   33                    0                    0
                27                   34                    0                    0
                27                   35                    0                    0
                28                   20                    0                    0
                28                   30                    0                    1
                28                   31                    0                    1
                28                   32                    0                    1
                28                   33                    0                    0
                28                   34                    0                    0
                28                   35                    0                    0
                29                   20                    0                    0
                29                   30                    0                    1
                29                   31                    0                    1
                29                   32                    0                    1
                29                   33                    0                    0
                29                   34                    0                    0
                29                   35                    0                    0
                30                   20                    0                    0
                30                   30                    0                    1
                30                   31                    0                    1
                30                   32                    0                    1
                30                   33                    0                    0
                30                   34                    0                    0
                30                   35                    0                    0
                31                   20                    0                    0
                31                   30                    0                    1
                31                   31                    0                    1
                31                   32                    0                    1
                31                   33                    0                    1
                31                   34                    0                    0
                31                   35                    0                    0
                32                   20                    0                    1
                32                   30                    0                    1
                32                   31                    0                    1
                32                   32                    0                    1
                32                   33                    0                    1
                32                   34                    0                    1
                32                   35                    0                    1
                33                   20                    0                    1
                34                   20                    0                    1
                35                   20                    0                    1
                35                   30                    0                    0
                35                   31                    0                    0
                35                   32                    0                    0
                35                   33                    0                    0
                35                   34                    0                    1
                35                   35                    0                    1
                36                   30                    0                    0
                36                   31                    0                    0
                36                   32                    0                    0
                36                   33                    0                    0
                36                   34                    0                    0
                36                   35                    0                    1
                37                   20                    0                    1
                37                   30                    0                    0
                37                   31                    0                    0
                37                   32                    0                    0
                37                   33                    0                    0
                37                   34                    0                    0
                37                   35                    0                    1
                38                   20                    0                    1
                38                   30                    0                    0
                38                   31                    0                    0
                38                   32                    0                    0
                38                   33                    0                    0
                38                   34                    0                    0
                38                   35                    0                    0
                39                   20                    0                    0
                39                   30                    0                    0
                39                   31                    0                    0
                39                   32                    0                    0
                39                   33                    0                    0
                39                   34                    0                    0
                39                   35                    0                    0
                40                   20                    0                    0
                40                   30                    0                    0
                40                   31                    0                    0
                40                   32                    0                    0
                40                   33                    0                    0
                40                   34                    0                    0
                40                   35                    0                    0
                41                   20                    0                    0
                41                   30                    0                    0
                41                   31                    0                    0
                41                   32                    0                    0
                41                   33                    0                    0
                41                   34                    0                    0
                41                   35                    0                    0
                42                   20                    0                    0
                42                   30                    0                    0
                42                   31                    0                    0
                42                   32                    0                    0
                42                   33                    0                    0
                42                   34                    0                    0
                42                   35                    0                    0
                43                   20                    0                    0
                43                   30                    0                    0
                43                   31                    0                    0
                43                   32                    0                    0
                43                   33                    0                    0
                43                   34                    0                    0
                43                   35                    0                    0
                44                   20                    0                    0
                44                   30                    0                    0
                44                   31                    0                    0
                44                   32                    0                    0
                44                   33                    0                    0
                44                   34                    0                    0
                44                   35                    0                    0
                45                   20                    0                    1
                46                   20                    0                    1
                47                   20                    0                    1
                47                   30                    0                    0
                47                   31                    0                    0
                47                   32                    0                    0
                47                   33                    0                    0
                47                   34                    0                    0
                47                   35                    0                    1
                48                   20                    0                    1
                48                   30                    0                    0
                48                   31                    0                    0
                48                   32                    0                    0
                48                   33                    0                    0
                48                   34                    0                    0
                48                   35                    0                    1
                49                   30                    0                    0
                49                   31                    0                    0
                49                   32                    0                    0
                49                   33                    0                    0
                49                   34                    0                    0
                49                   35                    0                    1
                50                   20                    0                    1
                50                   30                    0                    0
                50                   31                    0                    0
                50                   32                    0                    0
                50                   33                    0                    0
                50                   34                    0                    1
                50                   35                    0                    1
                51                   20                    0                    1
                51                   30                    0                    0
                51                   31                    0                    0
                51                   32                    0                    0
                51                   33                    0                    0
                51                   34                    0                    1
                51                   35                    0                    1
                52                   20                    0                    1
                52                   30                    0                    0
                52                   31                    0                    0
                52                   32                    0                    0
                52                   33                    0                    0
                52                   34                    0                    1
                52                   35                    0                    1
                53                   20                    0                    1
                53                   30                    0                    0
                53                   31                    0                    0
                53                   32                    0                    0
                53                   33                    0                    1
                53                   34                    0                    1
                53                   35                    0                    1
                54                   20                    0                    1
                54                   30                    0                    0
                54                   31                    0                    0
                54                   32                    0                    0
                54                   33                    0                    1
                54                   34                    0                    1
                54                   35                    0                    1
                55                   20                    0                    1
                55                   30                    0                    0
                55                   31                    0                    0
                55                   32                    0                    0
                55                   33                    0                    1
                55                   34                    0                    1
                55                   35                    0                    1
                56                   20                    0                    1
                56                   30                    0                    0
                56                   31                    0                    0
                56                   32                    0                    1
                56                   33                    0                    1
                56                   34                    0                    1
                56                   35                    0                    1
                57                   20                    0                    1
                57                   30                    0                    0
                57                   31                    0                    0
                57                   32                    0                    1
                57                   33                    0                    1
                57                   34                    0                    1
                57                   35                    0                    1
                58                   20                    0                    0
                58                   30                    0                    0
                58                   31                    0                    1
                58                   32                    0                    1
                58                   33                    0                    1
                58                   34                    0                    1
                58                   35                    0                    1
                59                   20                    0                    0
                60                   20                    0                    0
                61                   20                    0                    0
                61                   30                    0                    1
                61                   31                    0                    1
                61                   32                    0                    1
                61                   33                    0                    1
                61                   34                    0                    1
                61                   35                    0                    0
                62                   20                    0                    0
                62                   30                    0                    1
                62                   31                    0                    1
                62                   32                    0                    1
                62                   33                    0                    1
                62                   34                    0                    1
                62                   35                    0                    0
                63                   20                    0                    0
                63                   30                    0                    1
                63                   31                    0                    1
                63                   32                    0                    1
                63                   33                    0                    1
                63                   34                    0                    0
                63                   35                    0                    0
                64                   30                    0                    1
                64                   31                    0                    1
                64                   32                    0                    1
                64                   33                    0                    1
                64                   34                    0                    0
                64                   35                    0                    0
                65                   30                    0                    1
                65                   31                    0                    1
                65                   32                    0                    1
                65                   33                    0                    0
                65                   34                    0                    0
                65                   35                    0                    0
                66                   30                    0                    1
                66                   31                    0                    1
                66                   32                    0                    0
                66                   33                    0                    0
                66                   34                    0                    0
                66                   35                    0                    0
                67                   30                    0                    1
                67                   31                    0                    1
                67                   32                    0                    0
                67                   33                    0                    0
                67                   34                    0                    0
                67                   35                    0                    0
                68                   30                    0                    1
                68                   31                    0                    0
                68                   32                    0                    0
                68                   33                    0                    0
                68                   34                    0                    0
                68                   35                    0                    0
                69                   30                    0                    1
                69                   31                    0                    0
                69                   32                    0                    0
                69                   33                    0                    0
                69                   34                    0                    0
                69                   35                    0                    0
                70                   30                    0                    1
                70                   31                    0                    1
                70                   32                    0                    0
                70                   33                    0                    0
                70                   34                    0                    0
                70                   35                    0                    0
                71                   30                    0                    1
                71                   31                    0                    1
                71                   32                    0                    1
                71                   33                    0                    0
                71                   34                    0                    0
                71                   35                    0                    0
                72                   30                    0                    1
                72                   31                    0                    1
                72                   32                    0                    1
                72                   33                    0                    1
                72                   34                    0                    0
                72                   35                    0                    0
                73                   30                    0                    0
                73                   31                    0                    1
                73                   32                    0                    1
                73                   33                    0                    1
                73                   34                    0                    0
                73                   35                    0                    0
                74                   30                    0                    0
                74                   31                    0                    1
                74                   32                    0                    1
                74                   33                    0                    1
                74                   34                    0                    1
                74                   35                    0                    0
