   1.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+00   2.8571429e-02   2.8571429e-02
   1.0000000e+00   5.7142857e-02   5.7142857e-02
   1.0000000e+00   8.5714286e-02   8.5714286e-02
   1.0000000e+00   1.1428571e-01   1.1428571e-01
   1.0000000e+00   1.4285714e-01   1.4285714e-01
   1.0000000e+00   1.7142857e-01   1.7142857e-01
   1.0000000e+00   2.0000000e-01   2.0000000e-01
   1.0000000e+00   2.2857143e-01   2.2857143e-01
   1.0000000e+00   2.5714286e-01   2.5714286e-01
   1.0000000e+00   2.8571429e-01   2.8571429e-01
   1.0000000e+00   3.1428571e-01   3.1428571e-01
   1.0000000e+00   3.4285714e-01   3.4285714e-01
   1.0000000e+00   3.7142857e-01   3.7142857e-01
   1.0000000e+00   4.0000000e-01   4.0000000e-01
   1.0000000e+00   4.2857143e-01   4.2857143e-01
   1.0000000e+00   4.5714286e-01   4.5714286e-01
   1.0000000e+00   4.8571429e-01   4.8571429e-01
   1.0000000e+00   5.1428571e-01   5.1428571e-01
   1.0000000e+00   5.4285714e-01   5.4285714e-01
   1.0000000e+00   5.7142857e-01   5.7142857e-01
   1.0000000e+00   6.0000000e-01   6.0000000e-01
   1.0000000e+00   6.2857143e-01   6.2857143e-01
   1.0000000e+00   6.5714286e-01   6.5714286e-01
   1.0000000e+00   6.8571429e-01   6.8571429e-01
   1.0000000e+00   7.1428571e-01   7.1428571e-01
   1.0000000e+00   7.4285714e-01   7.4285714e-01
   1.0000000e+00   7.7142857e-01   7.7142857e-01
   1.0000000e+00   8.0000000e-01   8.0000000e-01
   1.0000000e+00   8.2857143e-01   8.2857143e-01
   1.0000000e+00   8.5714286e-01   8.5714286e-01
   1.0000000e+00   8.8571429e-01   8.8571429e-01
   1.0000000e+00   9.1428571e-01   9.1428571e-01
   1.0000000e+00   9.4285714e-01   9.4285714e-01
   1.0000000e+00   9.7142857e-01   9.7142857e-01
   1.0000000e+00   1.0000000e+00   1.0000000e+00
   9.8913043e-01   9.8913043e-01   9.8913043e-01
   9.7826087e-01   9.7826087e-01   9.7826087e-01
   9.6739130e-01   9.6739130e-01   9.6739130e-01
   9.5652174e-01   9.5652174e-01   9.5652174e-01
   9.4565217e-01   9.4565217e-01   9.4565217e-01
   9.3478261e-01   9.3478261e-01   9.3478261e-01
   9.2391304e-01   9.2391304e-01   9.2391304e-01
   9.1304348e-01   9.1304348e-01   9.1304348e-01
   9.0217391e-01   9.0217391e-01   9.0217391e-01
   8.9130435e-01   8.9130435e-01   8.9130435e-01
   8.8043478e-01   8.8043478e-01   8.8043478e-01
   8.6956522e-01   8.6956522e-01   8.6956522e-01
   8.5869565e-01   8.5869565e-01   8.5869565e-01
   8.4782609e-01   8.4782609e-01   8.4782609e-01
   8.3695652e-01   8.3695652e-01   8.3695652e-01
   8.2608696e-01   8.2608696e-01   8.2608696e-01
   8.1521739e-01   8.1521739e-01   8.1521739e-01
   8.0434783e-01   8.0434783e-01   8.0434783e-01
   7.9347826e-01   7.9347826e-01   7.9347826e-01
   7.8260870e-01   7.8260870e-01   7.8260870e-01
   7.7173913e-01   7.7173913e-01   7.7173913e-01
   7.6086957e-01   7.6086957e-01   7.6086957e-01
   7.5000000e-01   7.5000000e-01   7.5000000e-01
   7.3913043e-01   7.3913043e-01   7.3913043e-01
   7.2826087e-01   7.2826087e-01   7.2826087e-01
   7.1739130e-01   7.1739130e-01   7.1739130e-01
   7.0652174e-01   7.0652174e-01   7.0652174e-01
   6.9565217e-01   6.9565217e-01   6.9565217e-01
   6.8478261e-01   6.8478261e-01   6.8478261e-01
   6.7391304e-01   6.7391304e-01   6.7391304e-01
   6.6304348e-01   6.6304348e-01   6.6304348e-01
   6.5217391e-01   6.5217391e-01   6.5217391e-01
   6.4130435e-01   6.4130435e-01   6.4130435e-01
   6.3043478e-01   6.3043478e-01   6.3043478e-01
   6.1956522e-01   6.1956522e-01   6.1956522e-01
   6.0869565e-01   6.0869565e-01   6.0869565e-01
   5.9782609e-01   5.9782609e-01   5.9782609e-01
   5.8695652e-01   5.8695652e-01   5.8695652e-01
   5.7608696e-01   5.7608696e-01   5.7608696e-01
   5.6521739e-01   5.6521739e-01   5.6521739e-01
   5.5434783e-01   5.5434783e-01   5.5434783e-01
   5.4347826e-01   5.4347826e-01   5.4347826e-01
   5.3260870e-01   5.3260870e-01   5.3260870e-01
   5.2173913e-01   5.2173913e-01   5.2173913e-01
   5.1086957e-01   5.1086957e-01   5.1086957e-01
   5.0000000e-01   5.0000000e-01   5.0000000e-01
   4.8913043e-01   4.8913043e-01   4.8913043e-01
   4.7826087e-01   4.7826087e-01   4.7826087e-01
   4.6739130e-01   4.6739130e-01   4.6739130e-01
   4.5652174e-01   4.5652174e-01   4.5652174e-01
   4.4565217e-01   4.4565217e-01   4.4565217e-01
   4.3478261e-01   4.3478261e-01   4.3478261e-01
   4.2391304e-01   4.2391304e-01   4.2391304e-01
   4.1304348e-01   4.1304348e-01   4.1304348e-01
   4.0217391e-01   4.0217391e-01   4.0217391e-01
   3.9130435e-01   3.9130435e-01   3.9130435e-01
   3.8043478e-01   3.8043478e-01   3.8043478e-01
   3.6956522e-01   3.6956522e-01   3.6956522e-01
   3.5869565e-01   3.5869565e-01   3.5869565e-01
   3.4782609e-01   3.4782609e-01   3.4782609e-01
   3.3695652e-01   3.3695652e-01   3.3695652e-01
   3.2608696e-01   3.2608696e-01   3.2608696e-01
   3.1521739e-01   3.1521739e-01   3.1521739e-01
   3.0434783e-01   3.0434783e-01   3.0434783e-01
   2.9347826e-01   2.9347826e-01   2.9347826e-01
   2.8260870e-01   2.8260870e-01   2.8260870e-01
   2.7173913e-01   2.7173913e-01   2.7173913e-01
   2.6086957e-01   2.6086957e-01   2.6086957e-01
   2.5000000e-01   2.5000000e-01   2.5000000e-01
   2.3913043e-01   2.3913043e-01   2.3913043e-01
   2.2826087e-01   2.2826087e-01   2.2826087e-01
   2.1739130e-01   2.1739130e-01   2.1739130e-01
   2.0652174e-01   2.0652174e-01   2.0652174e-01
   1.9565217e-01   1.9565217e-01   1.9565217e-01
   1.8478261e-01   1.8478261e-01   1.8478261e-01
   1.7391304e-01   1.7391304e-01   1.7391304e-01
   1.6304348e-01   1.6304348e-01   1.6304348e-01
   1.5217391e-01   1.5217391e-01   1.5217391e-01
   1.4130435e-01   1.4130435e-01   1.4130435e-01
   1.3043478e-01   1.3043478e-01   1.3043478e-01
   1.1956522e-01   1.1956522e-01   1.1956522e-01
   1.0869565e-01   1.0869565e-01   1.0869565e-01
   9.7826087e-02   9.7826087e-02   9.7826087e-02
   8.6956522e-02   8.6956522e-02   8.6956522e-02
   7.6086957e-02   7.6086957e-02   7.6086957e-02
   6.5217391e-02   6.5217391e-02   6.5217391e-02
   5.4347826e-02   5.4347826e-02   5.4347826e-02
   4.3478261e-02   4.3478261e-02   4.3478261e-02
   3.2608696e-02   3.2608696e-02   3.2608696e-02
   2.1739130e-02   2.1739130e-02   2.1739130e-02
   1.0869565e-02   1.0869565e-02   1.0869565e-02
   0.0000000e+00   0.0000000e+00   0.0000000e+00
