Data written by mGstat 10-Jan-2016
5
col1, unknown
col2, unknown
col3, unknown
col4, unknown
col5, unknown
                 1                    1                    0                0.975                0.025
                 1                    2                    0                0.975                0.025
                 1                    3                    0              0.85625              0.14375
                 1                    4                    0              0.61875              0.38125
                 1                    5                    0             0.440625             0.559375
                 1                    6                    0             0.321875             0.678125
                 1                    7                    0             0.440625             0.559375
                 1                    8                    0             0.678125             0.321875
                 1                    9                    0              0.85625              0.14375
                 1                   10                    0                0.975                0.025
                 1                   11                    0             0.915625             0.084375
                 1                   12                    0             0.796875             0.203125
                 1                   13                    0             0.559375             0.440625
                 1                   14                    0              0.38125              0.61875
                 1                   15                    0             0.440625             0.559375
                 1                   16                    0             0.559375             0.440625
                 1                   17                    0             0.796875             0.203125
                 1                   18                    0               0.7375               0.2625
                 1                   19                    0                  0.5                  0.5
                 1                   20                    0             0.440625             0.559375
                 1                   21                    0             0.440625             0.559375
                 1                   22                    0             0.678125             0.321875
                 1                   23                    0             0.915625             0.084375
                 1                   24                    0                0.975                0.025
                 1                   25                    0              0.85625              0.14375
                 1                   26                    0             0.678125             0.321875
                 1                   27                    0             0.440625             0.559375
                 1                   28                    0             0.440625             0.559375
                 1                   29                    0             0.559375             0.440625
                 1                   30                    0               0.7375               0.2625
                 2                    1                    0                0.975                0.025
                 2                    2                    0                0.975                0.025
                 2                    3                    0             0.915625             0.084375
                 2                    4                    0               0.7375               0.2625
                 2                    5                    0                  0.5                  0.5
                 2                    6                    0             0.321875             0.678125
                 2                    7                    0              0.38125              0.61875
                 2                    8                    0             0.559375             0.440625
                 2                    9                    0             0.796875             0.203125
                 2                   10                    0                0.975                0.025
                 2                   11                    0              0.85625              0.14375
                 2                   12                    0             0.678125             0.321875
                 2                   13                    0             0.440625             0.559375
                 2                   14                    0               0.2625               0.7375
                 2                   15                    0              0.38125              0.61875
                 2                   16                    0             0.559375             0.440625
                 2                   17                    0             0.796875             0.203125
                 2                   18                    0               0.7375               0.2625
                 2                   19                    0                  0.5                  0.5
                 2                   20                    0                  0.5                  0.5
                 2                   21                    0                  0.5                  0.5
                 2                   22                    0               0.7375               0.2625
                 2                   23                    0                0.975                0.025
                 2                   24                    0             0.915625             0.084375
                 2                   25                    0               0.7375               0.2625
                 2                   26                    0                  0.5                  0.5
                 2                   27                    0             0.321875             0.678125
                 2                   28                    0              0.38125              0.61875
                 2                   29                    0             0.559375             0.440625
                 2                   30                    0             0.796875             0.203125
                 3                    1                    0                0.975                0.025
                 3                    2                    0                0.975                0.025
                 3                    3                    0                0.975                0.025
                 3                    4                    0              0.85625              0.14375
                 3                    5                    0              0.61875              0.38125
                 3                    6                    0              0.38125              0.61875
                 3                    7                    0              0.38125              0.61875
                 3                    8                    0                  0.5                  0.5
                 3                    9                    0             0.678125             0.321875
                 3                   10                    0              0.85625              0.14375
                 3                   11                    0             0.678125             0.321875
                 3                   12                    0             0.440625             0.559375
                 3                   13                    0               0.2625               0.7375
                 3                   14                    0              0.14375              0.85625
                 3                   15                    0             0.321875             0.678125
                 3                   16                    0             0.559375             0.440625
                 3                   17                    0             0.796875             0.203125
                 3                   18                    0               0.7375               0.2625
                 3                   19                    0                  0.5                  0.5
                 3                   20                    0                  0.5                  0.5
                 3                   21                    0                  0.5                  0.5
                 3                   22                    0               0.7375               0.2625
                 3                   23                    0                0.975                0.025
                 3                   24                    0              0.85625              0.14375
                 3                   25                    0              0.61875              0.38125
                 3                   26                    0             0.440625             0.559375
                 3                   27                    0             0.321875             0.678125
                 3                   28                    0             0.440625             0.559375
                 3                   29                    0             0.678125             0.321875
                 3                   30                    0              0.85625              0.14375
                 4                    1                    0             0.915625             0.084375
                 4                    2                    0                0.975                0.025
                 4                    3                    0                0.975                0.025
                 4                    4                    0             0.915625             0.084375
                 4                    5                    0             0.678125             0.321875
                 4                    6                    0             0.440625             0.559375
                 4                    7                    0             0.440625             0.559375
                 4                    8                    0                  0.5                  0.5
                 4                    9                    0             0.678125             0.321875
                 4                   10                    0             0.796875             0.203125
                 4                   11                    0             0.559375             0.440625
                 4                   12                    0             0.321875             0.678125
                 4                   13                    0              0.14375              0.85625
                 4                   14                    0             0.084375             0.915625
                 4                   15                    0             0.321875             0.678125
                 4                   16                    0             0.559375             0.440625
                 4                   17                    0               0.7375               0.2625
                 4                   18                    0             0.678125             0.321875
                 4                   19                    0             0.440625             0.559375
                 4                   20                    0              0.38125              0.61875
                 4                   21                    0             0.440625             0.559375
                 4                   22                    0             0.678125             0.321875
                 4                   23                    0             0.915625             0.084375
                 4                   24                    0             0.796875             0.203125
                 4                   25                    0             0.559375             0.440625
                 4                   26                    0             0.440625             0.559375
                 4                   27                    0              0.38125              0.61875
                 4                   28                    0             0.559375             0.440625
                 4                   29                    0             0.796875             0.203125
                 4                   30                    0             0.915625             0.084375
                 5                    1                    0              0.85625              0.14375
